Age,AnnualIncome,TimeSpentOnWebsite,NumberOfPurchases,DiscountsAvailed,Gender_1,ProductCategory_1,ProductCategory_2,ProductCategory_3,ProductCategory_4,LoyaltyProgram_1,PurchaseStatus
0.6245998103799798,-0.08375718020931329,-0.8214582910047814,-0.7510073608364417,0.2608652894769669,1.0,0.0,0.0,0.0,0.0,0.0,0
1.0752799924161116,-0.22643787183776942,-0.8890161224671649,-0.41118502561633236,0.8475188640128747,1.0,0.0,0.0,0.0,1.0,1.0,1
-0.6630578525803967,-1.6968625517021767,1.4129981856224947,-0.24127385800627765,-1.4990954341307563,1.0,1.0,0.0,0.0,0.0,0.0,0
0.173919628343848,1.6193813056945945,-1.0789314853338758,-1.4306520312766604,-1.4990954341307563,1.0,0.0,0.0,0.0,0.0,0.0,0
-0.4055263199883214,1.2732052886608725,0.7113204373271439,0.6082819800439958,0.8475188640128747,0.0,0.0,0.0,0.0,0.0,0.0,1
-0.7918236188764344,-0.11943369799887409,-0.3871661942358488,-0.7510073608364417,0.2608652894769669,0.0,0.0,0.0,1.0,0.0,1.0,1
-0.21237767054426493,0.8604087617477707,0.09935822980922933,1.4578378180942693,-0.9124418595948486,0.0,0.0,1.0,0.0,0.0,0.0,0
0.6245998103799798,-0.9798115256245622,1.3428780973800478,0.7781931476540505,0.8475188640128747,1.0,1.0,0.0,0.0,0.0,1.0,1
1.268428641860168,-1.3066211470380038,-1.0598962751003418,-0.5810961932263871,1.4341724385487824,0.0,0.0,0.0,0.0,1.0,0.0,0
1.332811525008187,1.264562877918274,-0.9687293981784932,-1.77047436649677,-0.9124418595948486,1.0,0.0,1.0,0.0,0.0,1.0,0
1.5259601744522433,0.98979213046638,-1.5274084804828463,0.4383708124339411,-1.4990954341307563,1.0,0.0,0.0,0.0,0.0,0.0,0
0.8177484598240362,0.834385624819504,-1.6355623012185698,-0.5810961932263871,1.4341724385487824,0.0,0.0,0.0,0.0,1.0,0.0,0
0.6889826935279986,-0.6733065630230424,-1.0225178892188094,1.2879266504842146,-1.4990954341307563,1.0,0.0,1.0,0.0,0.0,1.0,0
0.173919628343848,-0.9753565706697113,-0.8992914374301281,1.11801548287416,1.4341724385487824,0.0,0.0,0.0,1.0,0.0,0.0,0
-0.8562065020244531,-0.9670194860193576,0.6130390536947969,-0.9209185284464965,-0.32578828505894086,1.0,0.0,0.0,1.0,0.0,1.0,1
-1.1137380346165284,-0.8332936630752319,-1.275323422048999,-1.2607408636666058,0.2608652894769669,0.0,0.0,0.0,0.0,0.0,0.0,0
-0.08361190424822729,-1.5613777557968793,1.607924539039453,1.627748985704324,0.8475188640128747,1.0,0.0,0.0,0.0,1.0,1.0,1
